name,neighbourhood_cleansed,room_type,price,review_scores_rating
Excelente ubicaciin y confort PLAZA,el Poble Sec,Private room,26,93
Cosy & Centric Apartment,el Poble Sec,Entire home/apt,60,80
Centric Rooms National Palace C2,el Poble Sec,Private room,38,
_é‚ COOL DESIGN PENTHOUSE with VIEWS _é‚,el Poble Sec,Entire home/apt,149,80
Spacious for 6 en Parralel,el Poble Sec,Entire home/apt,69,84
Centric & charming room for 1 or 2,el Poble Sec,Private room,35,
Cosy poble sec,el Poble Sec,Private room,50,
Stylish centric apart w balcony 2.1,el Poble Sec,Entire home/apt,79,86
"Sunny Penthouse, Quiet, 10 min Ramblas,3Bedr 2Bath",el Poble Sec,Entire home/apt,215,88
Amazing twin room in the center!,el Poble Sec,Private room,70,100
Semana Santa en Barcelona _É_,el Poble Sec,Entire home/apt,120,
"Nice&Central/5""Rambla-Port-Square EspaÕ±a!",el Poble Sec,Entire home/apt,60,90
Charming Parallel,el Poble Sec,Entire home/apt,100,97
Attic with views,el Poble Sec,Entire home/apt,85,93
Very Sunny Room in Montjuik Park,el Poble Sec,Private room,30,95
Ref1902 AB Vila Vila,el Poble Sec,Entire home/apt,550,80
Centric Sunny & Nice double room!!,el Poble Sec,Private room,31,88
MWC Room for rent 5 minutes from Plaza Espanya,el Poble Sec,Private room,80,100
"Centric Apartment,close the Ramblas",el Poble Sec,Entire home/apt,167,92
ROOM NEAR FIRA CONGRESS & OLD TOWN,el Poble Sec,Private room,25,100
Amazing 2 big rooms in the center!,el Poble Sec,Private room,70,81
Atic with great views,el Poble Sec,Entire home/apt,110,97
Quiet room to rent in central Barcelona area,el Poble Sec,Private room,20,90
Beautiful room and bathroom in sunny spacious flat,el Poble Sec,Private room,43,90
"Charming apartment in Barcelona, perfect location!",el Poble Sec,Private room,18,92
Sea views / Port vell & COLON ,el Poble Sec,Entire home/apt,158,91
Pink flat next to Montjuic,el Poble Sec,Entire home/apt,58,
"Loft Barcelona , barrio Poble Sec",el Poble Sec,Entire home/apt,100,80
"Bright apartment, great location!",el Poble Sec,Entire home/apt,59,89
Sunny double room next City Center!,el Poble Sec,Private room,38,80
Habitaciin amplia. En el Centro de Barcelona,el Poble Sec,Private room,30,89
Authentic flat in Poble Sec - Paralelo,el Poble Sec,Entire home/apt,69,83
Super tiny & comfy room (citycenter,el Poble Sec,Private room,16,89
Apartamento Pink Floyd,el Poble Sec,Entire home/apt,75,83
Ap for 2 near Las Ramblas,el Poble Sec,Entire home/apt,88,86
"Ground floor apartment,",el Poble Sec,Private room,45,92
Cosy double room & private bathroom,el Poble Sec,Private room,30,100
Centric Apartment Molino Theater P1,el Poble Sec,Entire home/apt,65,76
"Original apartment, bright, central with terrace",el Poble Sec,Entire home/apt,98,
"3 rooms, 2 bathrooms in the touristic city centre",el Poble Sec,Entire home/apt,126,90
Beautiful Centric Studio + WIFI,el Poble Sec,Entire home/apt,90,94
Habitaciin amplia tipo miniloft.,el Poble Sec,Private room,20,60
Quiet nice room BCN downtown ,el Poble Sec,Private room,29,96
Doble Room in Poble Sec - Montjuic,el Poble Sec,Private room,35,100
Habitaciin individual cÕ©ntrica,el Poble Sec,Private room,32,97
Mucho mÕçs que el barrio de moda,el Poble Sec,Private room,30,92
BohÕŒme Typical Spanish Flat,el Poble Sec,Entire home/apt,155,93
Cozy Apartment near Las RAMBLAS,el Poble Sec,Entire home/apt,80,90
COSMOPOLITAN HUTB-006845,el Poble Sec,Entire home/apt,75,91
BARCELONA CITY CENTRE DUPLEX,el Poble Sec,Entire home/apt,236,88
New Stylish Designer Pad,el Poble Sec,Entire home/apt,130,98
Wonderful Apartment next to Apolo Theatre!,el Poble Sec,Entire home/apt,110,
"comfy private room, bathroom and breakfast corner",el Poble Sec,Private room,45,80
FAMILY HOME CLOSE TO THE CENTER.,el Poble Sec,Entire home/apt,150,95
APARTAMENTO PLAZA ESPAÕ¥A,el Poble Sec,Entire home/apt,70,73
Cute apartment in Olivera St.-BCN,el Poble Sec,Entire home/apt,60,78
BIG ROOM  IN VINTAGE HOUSE,el Poble Sec,Private room,35,80
Cozy Single Room in a quiet street (Poble Sec).,el Poble Sec,Private room,25,100
Cama en dormitorio de 9 camas,el Poble Sec,Shared room,23,
NiceRoom in the GreenHeart of BCN ,el Poble Sec,Private room,35,90
Penthouse in the center of BCN ,el Poble Sec,Entire home/apt,63,88
fnt3 GREAT LOCATION IN BARCELONA!!!,el Poble Sec,Entire home/apt,140,
Pleasant Double Room Next to Plaza EspaÕ±a,el Poble Sec,Private room,40,80
Cozy appartment 15 min. from centre,el Poble Sec,Private room,30,
Paralel 1 Apartment,el Poble Sec,Entire home/apt,118,86
Feelathome Renovated apartment in Poble Sec,el Poble Sec,Entire home/apt,105,80
3bedroom Ramblas 2D1,el Poble Sec,Entire home/apt,270,
Apartament  center Barcelona (Port),el Poble Sec,Entire home/apt,39,89
Lovely Room close to Plaza d'EspaÕ±a,el Poble Sec,Private room,37,100
Barcelona Fira - 3 Bedroom Apartment,el Poble Sec,Entire home/apt,54,
"Amazing NEW Food Lover Balcony, close to FIRA, MWC",el Poble Sec,Entire home/apt,84,91
Appartement Õ_ Barcelone,el Poble Sec,Entire home/apt,150,85
Cool&Centric Flat,el Poble Sec,Entire home/apt,69,95
Cute Flat close to Plaza EspaÕ±a,el Poble Sec,Entire home/apt,62,92
"Tapas Bars, Morning Sun and Vermut, close to FIRA",el Poble Sec,Entire home/apt,69,97
Like at home but without mum!,el Poble Sec,Private room,35,93
Single room with balcony,el Poble Sec,Private room,26,100
Apartamento Fira Plaza EspaÕ±a,el Poble Sec,Entire home/apt,95,80
"Barcelona Center 45 sqm, very quiet",el Poble Sec,Entire home/apt,70,93
habitaciin,el Poble Sec,Private room,17,100
TRIPLE ROOM + TERRACE,el Poble Sec,Private room,40,93
Quiet Double Room Next to Plaza EspaÕ±a,el Poble Sec,Private room,40,60
Large apartment in Paralelo,el Poble Sec,Entire home/apt,100,83
CENTRAL & BEAUTIFUL APARTMENT / BCN,el Poble Sec,Entire home/apt,90,88
APARTEMENT 3 BEDROOMS 2 BATHROOMS,el Poble Sec,Entire home/apt,68,84
"Poble Sec, feel like at home!",el Poble Sec,Entire home/apt,70,92
2 Bed Room in Poble Sec - Montjuic,el Poble Sec,Private room,30,76
Modern and Stylish Apartment in Poble Sec BCN,el Poble Sec,Entire home/apt,105,100
Great & cosy apartment in the heart of Barcelona!,el Poble Sec,Entire home/apt,85,20
Familiar Apartment in Barcelona Center,el Poble Sec,Entire home/apt,86,80
Penthouse 2 bedroom +2 bathroom terrace,el Poble Sec,Entire home/apt,145,80
Alquiler Habitacion en Poble Sec,el Poble Sec,Private room,40,88
Cozy room in centric area.,el Poble Sec,Entire home/apt,89,71
Central apartment in Montjuic Park ,el Poble Sec,Entire home/apt,55,84
Modern flat in Poblesec,el Poble Sec,Entire home/apt,110,87
"BRIGHT, COMFY AND CENTRAL",el Poble Sec,Entire home/apt,110,97
Double room in a sunny flat - centric zone,el Poble Sec,Private room,40,95
MONJUÕèCH OLYMPIC CENTER APARTMENT,el Poble Sec,Entire home/apt,110,77
Lovely Loft with garden,el Poble Sec,Entire home/apt,180,95
Apartamentos Radas Lina,el Poble Sec,Entire home/apt,150,90
Teatre Miro,el Poble Sec,Entire home/apt,95,93
Barcelona Parallel,el Poble Sec,Entire home/apt,140,
 RELAX IN THE HEART OF BCN ,el Poble Sec,Entire home/apt,120,98
Habitaciin doble cerca del centro,el Poble Sec,Private room,35,96
Shining Double Room in Barcelona,el Poble Sec,Private room,28,100
"NEW, NICE & CENTER! WIFI",el Poble Sec,Entire home/apt,90,85
Two double beds + private rooftop 360view Montjuic,el Poble Sec,Entire home/apt,80,80
Apartment near Plaza EspaÕ±a 3pax,el Poble Sec,Entire home/apt,500,100
"Bright, cozy stay with balcony",el Poble Sec,Private room,150,100
nice room at artistic place,el Poble Sec,Private room,25,91
Best Barcelona near Port & Fira,el Poble Sec,Entire home/apt,50,83
S12 Stylish apartment in Poble Sec,el Poble Sec,Entire home/apt,76,76
Single Room,el Poble Sec,Private room,35,
duplex apartment,el Poble Sec,Entire home/apt,49,82
"!CENTRAL BEAUTIFUL,NOW 1 FREE NIGHT",el Poble Sec,Private room,58,94
Apartament Parc de Montjuic!,el Poble Sec,Entire home/apt,60,
Apartamento Moderno - Poble Sec,el Poble Sec,Entire home/apt,99,
Cozy single room in the city center close Montjuic,el Poble Sec,Private room,20,94
BOHEMIAN PENTHOUSE DUPLEX + 2 BIKES,el Poble Sec,Entire home/apt,140,98
Studio Central San Antoni,el Poble Sec,Entire home/apt,50,76
Salva 11 - VivoBarcelona Apts.,el Poble Sec,Entire home/apt,82,80
Paceful house in Montjuic,el Poble Sec,Entire home/apt,180,100
SPANISH SIESTA,el Poble Sec,Entire home/apt,254,64
RomÕçntica vintage espaciosa cÕ©ntrica,el Poble Sec,Private room,19,93
City Center Tranquility,el Poble Sec,Entire home/apt,69,86
SUNNY APARTMENT WITH LARGE TERRACE,el Poble Sec,Entire home/apt,95,96
Cute flat near Las Ramblas and Port,el Poble Sec,Entire home/apt,150,95
Double room in exceptional location,el Poble Sec,Private room,45,96
"Great location room, 10 minutes to the Ramblas.",el Poble Sec,Private room,30,100
Spacious room in the city center (Poble Sec),el Poble Sec,Private room,100,90
Diplex in Poble Sec a 10ëâ from Ramblas with bikes,el Poble Sec,Entire home/apt,120,
Bonito Apartamento junto a  Ramblas,el Poble Sec,Entire home/apt,122,89
HABITACION DOBLE CON ENCANTO Y CHIC,el Poble Sec,Private room,52,87
Nice double room with pool Pl.Espanya/Montjuic,el Poble Sec,Private room,24,94
National Palace AT3,el Poble Sec,Entire home/apt,55,
Beautiful and big room in the center of Barcelona,el Poble Sec,Private room,43,96
Unique cozy blend of historical and contemporary,el Poble Sec,Entire home/apt,139,100
National Palace AT2,el Poble Sec,Entire home/apt,55,
Sunny penthouse in the center,el Poble Sec,Entire home/apt,110,97
CÕçlida habitaciin con cama doble en Poble Sec,el Poble Sec,Private room,22,95
"Amusing loft and terrace, Barcelona",el Poble Sec,Entire home/apt,95,97
Apartament very cool at Montjuic,el Poble Sec,Entire home/apt,66,100
Balcin al Sur =)  ,el Poble Sec,Private room,30,
Single room in the center,el Poble Sec,Private room,28,97
Camera Doppia,el Poble Sec,Private room,60,
Amazing terrace Plaza Espanya,el Poble Sec,Entire home/apt,90,91
Cozy Bedroom in BCN Center 2 people,el Poble Sec,Private room,33,97
"Cool Character and Foodie Location, close to FIRA",el Poble Sec,Entire home/apt,80,95
Nice centric doubleroom,el Poble Sec,Private room,35,95
"1 bed near Plaza EspaÕ±a, Barcelona",el Poble Sec,Private room,35,93
ETNIA - Apartamento CÕ©ntrico de DiseÕ±o,el Poble Sec,Entire home/apt,79,
Renovated cozy apartment downtown,el Poble Sec,Entire home/apt,55,92
Cozy double room close to center,el Poble Sec,Private room,35,
Lovely vintage apt. in Poble Sec,el Poble Sec,Entire home/apt,120,
bedroom + private bathroom/ terrace,el Poble Sec,Private room,39,98
Spacious 4bedroom in the center of Barcelona,el Poble Sec,Entire home/apt,130,95
BRAND NEW APT NEAR RAMBLAS AND PORT,el Poble Sec,Entire home/apt,140,96
_ù_ Central Sunny Double Room Balcony,el Poble Sec,Entire home/apt,58,93
Nice Double Room Next to Plaza EspaÕ±a,el Poble Sec,Private room,40,
DEPARTAMENTO CERCA MONTJUIC,el Poble Sec,Entire home/apt,60,80
"Great Room in Trendy Neighborhood, patio included",el Poble Sec,Private room,40,
12 Bed Mixed Dorm Ensuite,el Poble Sec,Shared room,30,77
Bright Double Room near Metro Parallel,el Poble Sec,Private room,32,100
Private Central Room in Quiet Area,el Poble Sec,Private room,40,
Double room with balcony + terrace,el Poble Sec,Private room,20,
SUNNY DOUBLE ROOM WITH BALCONY,el Poble Sec,Private room,36,97
Bright double room with terase,el Poble Sec,Private room,38,91
Attic (75m2) with view in Poble Sec. Free WI-Fi,el Poble Sec,Entire home/apt,75,91
Piso/ Apartamento Privado. Tu Hogar!,el Poble Sec,Entire home/apt,130,
Central & Cosy flat BCN - POBLE SEC,el Poble Sec,Entire home/apt,80,90
_É€_É€_É€ Appartement lumineux au centre de Barcelone,el Poble Sec,Entire home/apt,150,100
ROOM IN ATTIC WITH TERRACE IN POBLE SEC,el Poble Sec,Private room,35,
Cosy apto heart of barcelona,el Poble Sec,Entire home/apt,120,93
Cozy loft with a big terrace!,el Poble Sec,Private room,50,
fnt3 BESTPRICE! HAPPYFLAT! OLDTOWN! IDEALLOCATION!,el Poble Sec,Entire home/apt,120,100
DESIGN APARTMENT IN BARCELONA,el Poble Sec,Entire home/apt,83,94
"Poeta Room, with independent living",el Poble Sec,Private room,67,100
Suite in Barcelona Downtown,el Poble Sec,Private room,28,92
DOUBLE ROOM WITH AMAZING VIEW BCN,el Poble Sec,Private room,40,94
Cute apt next to Plaza EspaÕ±a (utilities included),el Poble Sec,Entire home/apt,40,95
autÕ©ntico apto. Poble Sec.,el Poble Sec,Entire home/apt,80,97
Superb terrace - Central flat,el Poble Sec,Private room,38,92
Room next Espanya Square,el Poble Sec,Private room,45,96
DOUBLE ROOM & AMAZING BREAKFAST,el Poble Sec,Private room,20,84
Parc Montjuic,el Poble Sec,Entire home/apt,135,88
Spacious bedroom close to centre,el Poble Sec,Private room,85,
Quiet apartment trendy area and close center,el Poble Sec,Entire home/apt,55,91
Paralëˆlel Soul Barcelona,el Poble Sec,Entire home/apt,55,97
Sunny booklover's flat in Poble Sec,el Poble Sec,Entire home/apt,75,100
Renovated 2 bdr apt. 5 min Gotico,el Poble Sec,Entire home/apt,170,80
DOBLE ROOM IN VINTAGE APARTMENT. GREAT LOCATION!,el Poble Sec,Private room,35,92
Nice and bright flat in Poble Sec,el Poble Sec,Entire home/apt,60,91
Apartamento acogedor.Parking incluido en el precio,el Poble Sec,Entire home/apt,110,85
Studio for 3 people with a kitchen,el Poble Sec,Private room,110,80
Non smoking room for one pax,el Poble Sec,Private room,23,
"CENTRIC, IDEAL TOURISTS, BREAKFAST",el Poble Sec,Private room,22,97
cozy and sunny single room,el Poble Sec,Private room,27,95
Nice double room in flat overlooking Montjuic,el Poble Sec,Private room,9120,94
Room in Barcelona,el Poble Sec,Private room,27,88
Porta Santa Madrona,el Poble Sec,Entire home/apt,105,96
Apartment in Barcelona,el Poble Sec,Entire home/apt,70,90
"ON OFFER LAST MINUTE!Cozy, central, terrace&views",el Poble Sec,Entire home/apt,180,91
P POETA,el Poble Sec,Entire home/apt,75,
Cozy 2 bedroom duplex ideal for families,el Poble Sec,Entire home/apt,115,94
SUNNY WITH A TERRACE IN THE CENTER,el Poble Sec,Entire home/apt,85,81
"Cozy, Unique & Good location.",el Poble Sec,Entire home/apt,70,97
Home Sweet Home,el Poble Sec,Entire home/apt,80,
Beautiful sunny double room with balcony,el Poble Sec,Private room,52,95
Lovely central room for 1 or 2,el Poble Sec,Private room,29,95
"Very central, cozy room with terrace",el Poble Sec,Private room,50,95
Suite bedroom and private living,el Poble Sec,Private room,38,81
Apartamento en el corazin de Montjuic,el Poble Sec,Entire home/apt,100,100
"Very central, cozy room with terrace",el Poble Sec,Private room,45,86
"Habitaciin en Poble Sec, Bcn-240 eu",el Poble Sec,Private room,50,80
Nice and simple apartment in Poble Sec,el Poble Sec,Entire home/apt,60,80
Super cÕ©ntrico apartamento junto a Ramblas,el Poble Sec,Entire home/apt,110,
Cosy flat @ Poble Sec - Barcelona,el Poble Sec,Private room,22,80
"Private room, priv.bathroom/toilet. WiFi. Balcony",el Poble Sec,Private room,55,100
Double room in a quiet apartmen in the city centre,el Poble Sec,Private room,29,
1920 AB Paral.lel Spacious Apartments 3rd Floor,el Poble Sec,Entire home/apt,700,100
Pedrito's House,el Poble Sec,Private room,39,91
Lovely loft,el Poble Sec,Private room,45,20
Nice studio 'El Molino',el Poble Sec,Entire home/apt,100,78
"Habitaciin grande, balcin propio. Centro",el Poble Sec,Private room,36,100
"Nice ""3 rooms"" flat in the center",el Poble Sec,Entire home/apt,50,93
Rustic central 3 bedroom & balcony_é‚,el Poble Sec,Entire home/apt,68,92
Loft ideal priximo a Ramblas,el Poble Sec,Entire home/apt,175,
Magic BCN!!!,el Poble Sec,Private room,38,86
Close to RAMBLAS PORT with PARKING,el Poble Sec,Entire home/apt,96,85
HABITACIONES CERCA DE AV PARALELO PARA UNA PERSONA,el Poble Sec,Private room,40,86
Great Location Apartment,el Poble Sec,Entire home/apt,60,90
"Barcelona, excellent location",el Poble Sec,Entire home/apt,102,93
Apartment Plaza EspaÕ±a 5pax 3rooms,el Poble Sec,Entire home/apt,1000,96
Brand new apartment in Poble Sec area by Montjuic,el Poble Sec,Entire home/apt,50,86
2 bedrs Sweet Montjuic Apartment ,el Poble Sec,Entire home/apt,75,82
 Habitaciin doble y muy luminosa,el Poble Sec,Private room,45,100
6 Bed Mixed Dorm Ensuite,el Poble Sec,Shared room,36,78
PORT MONTJUÕèC (CENTRICO WITH WIFI AND  JACUZZI),el Poble Sec,Entire home/apt,119,89
Apartamento cÕ©ntrico y moderno - Poble Sec,el Poble Sec,Entire home/apt,99,
Sunny and cute room,el Poble Sec,Private room,38,92
Cozy Single Room in best Location,el Poble Sec,Private room,20,92
3bedroom Ramblas 2D4,el Poble Sec,Entire home/apt,270,
3bedroom Ramblas 1D,el Poble Sec,Entire home/apt,260,80
Room in BCN city,el Poble Sec,Private room,29,84
